x, sol1, sol2
0.00983102, 487.626, 52.1059
0.00983502, 487.635, 52.1038
0.00983902, 487.644, 52.1016
0.00984302, 487.652, 52.0995
0.00984702, 487.661, 52.0974
0.00985101, 487.67, 52.0952
0.00985501, 487.679, 52.0931
0.00985901, 487.688, 52.0909
0.00986301, 487.697, 52.0888
0.00986701, 487.706, 52.0867
0.00987101, 487.715, 52.0845
0.00987501, 487.724, 52.0824
0.00987901, 487.733, 52.0803
0.00988301, 487.742, 52.0781
0.00988701, 487.751, 52.076
0.00989101, 487.76, 52.0739
0.00989501, 487.769, 52.0717
0.00989901, 487.778, 52.0696
0.00990301, 487.787, 52.0675
0.00990701, 487.796, 52.0653
0.00991101, 487.805, 52.0632
0.00991501, 487.814, 52.0611
0.00991901, 487.823, 52.0589
0.00992301, 487.832, 52.0568
0.00992701, 487.841, 52.0547
0.00993101, 487.85, 52.0525
0.00993501, 487.859, 52.0504
0.00993901, 487.868, 52.0483
0.00994301, 487.877, 52.0461
0.00994701, 487.886, 52.044
0.009951, 487.895, 52.0419
0.009955, 487.904, 52.0397
0.009959, 487.913, 52.0376
0.009963, 487.922, 52.0355
0.009967, 487.931, 52.0334
0.009971, 487.94, 52.0312
0.009975, 487.949, 52.0291
0.009979, 487.958, 52.027
0.009983, 487.968, 52.0249
0.009987, 487.977, 52.0227
0.009991, 487.986, 52.0206
0.009995, 487.995, 52.0185
0.009999, 488.004, 52.0163
0.010003, 488.013, 52.0142
0.010007, 488.022, 52.0121
0.010011, 488.031, 52.01
0.010015, 488.04, 52.0078
0.010019, 488.05, 52.0057
0.010023, 488.059, 52.0036
0.010027, 488.068, 52.0015
0.010031, 488.077, 51.9994
0.010035, 488.086, 51.9972
0.010039, 488.095, 51.9951
0.010043, 488.104, 51.993
0.010047, 488.114, 51.9909
0.010051, 488.123, 51.9887
0.010055, 488.132, 51.9866
0.010059, 488.141, 51.9845
0.010063, 488.15, 51.9824
0.010067, 488.16, 51.9803
0.010071, 488.169, 51.9781
0.010075, 488.178, 51.976
0.010079, 488.187, 51.9739
0.010083, 488.196, 51.9718
0.010087, 488.206, 51.9697
0.010091, 488.215, 51.9675
0.010095, 488.224, 51.9654
0.010099, 488.233, 51.9633
0.010103, 488.242, 51.9612
0.010107, 488.252, 51.9591
0.010111, 488.261, 51.957
0.010115, 488.27, 51.9548
0.010119, 488.279, 51.9527
0.010123, 488.289, 51.9506
0.010127, 488.298, 51.9485
0.010131, 488.307, 51.9464
0.010135, 488.316, 51.9443
0.010139, 488.326, 51.9422
0.010143, 488.335, 51.94
0.010147, 488.344, 51.9379
0.010151, 488.354, 51.9358
0.010155, 488.363, 51.9337
0.010159, 488.372, 51.9316
0.010163, 488.382, 51.9295
0.010167, 488.391, 51.9274
0.010171, 488.4, 51.9253
0.010175, 488.41, 51.9231
0.010179, 488.419, 51.921
0.010183, 488.428, 51.9189
0.010187, 488.438, 51.9168
0.010191, 488.447, 51.9147
0.010195, 488.456, 51.9126
0.010199, 488.466, 51.9105
0.010203, 488.475, 51.9084
0.010207, 488.484, 51.9063
0.010211, 488.494, 51.9042
0.010215, 488.503, 51.9021
0.010219, 488.512, 51.8999
0.010223, 488.522, 51.8978
0.010227, 488.531, 51.8957
0.010231, 488.541, 51.8936
0.010235, 488.55, 51.8915
0.010239, 488.559, 51.8894
0.010243, 488.569, 51.8873
0.010247, 488.578, 51.8852
0.010251, 488.588, 51.8831
0.010255, 488.597, 51.881
0.010259, 488.606, 51.8789
0.010263, 488.616, 51.8768
0.010267, 488.625, 51.8747
0.010271, 488.635, 51.8726
0.010275, 488.644, 51.8705
0.010279, 488.654, 51.8684
0.010283, 488.663, 51.8663
0.010287, 488.673, 51.8642
0.010291, 488.682, 51.8621
0.010295, 488.692, 51.86
0.010299, 488.701, 51.8579
0.010303, 488.71, 51.8558
0.010307, 488.72, 51.8537
0.010311, 488.729, 51.8516
0.010315, 488.739, 51.8495
0.010319, 488.748, 51.8474
0.010323, 488.758, 51.8453
0.010327, 488.767, 51.8432
0.010331, 488.777, 51.8411
0.010335, 488.786, 51.839
0.010339, 488.796, 51.8369
0.010343, 488.806, 51.8348
0.010347, 488.815, 51.8327
0.010351, 488.825, 51.8306
0.010355, 488.834, 51.8285
0.010359, 488.844, 51.8264
0.010363, 488.853, 51.8243
0.010367, 488.863, 51.8222
0.010371, 488.872, 51.8201
0.010375, 488.882, 51.818
0.010379, 488.892, 51.8159
0.010383, 488.901, 51.8138
0.010387, 488.911, 51.8117
0.010391, 488.92, 51.8096
0.010395, 488.93, 51.8076
0.010399, 488.939, 51.8055
0.010403, 488.949, 51.8034
0.010407, 488.959, 51.8013
0.010411, 488.968, 51.7992
0.010415, 488.978, 51.7971
0.010419, 488.988, 51.795
0.010423, 488.997, 51.7929
0.010427, 489.007, 51.7908
0.010431, 489.016, 51.7887
0.010435, 489.026, 51.7866
0.010439, 489.036, 51.7846
0.010443, 489.045, 51.7825
0.010447, 489.055, 51.7804
0.010451, 489.065, 51.7783
0.010455, 489.074, 51.7762
0.010459, 489.084, 51.7741
0.010463, 489.094, 51.772
0.010467, 489.103, 51.7699
0.010471, 489.113, 51.7679
0.010475, 489.123, 51.7658
0.010479, 489.133, 51.7637
0.010483, 489.142, 51.7616
0.010487, 489.152, 51.7595
0.010491, 489.162, 51.7574
0.010495, 489.171, 51.7554
0.010499, 489.181, 51.7533
0.0105029, 489.191, 51.7512
0.0105069, 489.201, 51.7491
0.0105109, 489.21, 51.747
0.0105149, 489.22, 51.7449
0.0105189, 489.23, 51.7429
0.0105229, 489.24, 51.7408
0.0105269, 489.249, 51.7387
0.0105309, 489.259, 51.7366
0.0105349, 489.269, 51.7345
0.0105389, 489.279, 51.7324
0.0105429, 489.288, 51.7304
0.0105469, 489.298, 51.7283
0.0105509, 489.308, 51.7262
0.0105549, 489.318, 51.7241
0.0105589, 489.328, 51.7221
0.0105629, 489.337, 51.72
0.0105669, 489.347, 51.7179
0.0105709, 489.357, 51.7158
0.0105749, 489.367, 51.7137
0.0105789, 489.377, 51.7117
0.0105829, 489.386, 51.7096
0.0105869, 489.396, 51.7075
0.0105909, 489.406, 51.7054
0.0105949, 489.416, 51.7034
0.0105989, 489.426, 51.7013
0.0106029, 489.436, 51.6992
0.0106069, 489.445, 51.6971
0.0106109, 489.455, 51.6951
0.0106149, 489.465, 51.693
0.0106189, 489.475, 51.6909
0.0106229, 489.485, 51.6888
0.0106269, 489.495, 51.6868
0.0106309, 489.505, 51.6847
0.0106349, 489.515, 51.6826
0.0106389, 489.525, 51.6805
0.0106429, 489.534, 51.6785
0.0106469, 489.544, 51.6764
0.0106509, 489.554, 51.6743
0.0106549, 489.564, 51.6723
0.0106589, 489.574, 51.6702
0.0106629, 489.584, 51.6681
0.0106669, 489.594, 51.666
0.0106709, 489.604, 51.664
0.0106749, 489.614, 51.6619
0.0106789, 489.624, 51.6598
0.0106829, 489.634, 51.6578
0.0106869, 489.644, 51.6557
0.0106909, 489.654, 51.6536
0.0106949, 489.664, 51.6516
0.0106989, 489.674, 51.6495
0.0107029, 489.684, 51.6474
0.0107069, 489.694, 51.6454
0.0107109, 489.704, 51.6433
0.0107149, 489.713, 51.6412
0.0107189, 489.723, 51.6392
0.0107229, 489.733, 51.6371
0.0107269, 489.743, 51.635
0.0107309, 489.754, 51.633
0.0107349, 489.764, 51.6309
0.0107389, 489.774, 51.6288
0.0107429, 489.784, 51.6268
0.0107469, 489.794, 51.6247
0.0107509, 489.804, 51.6227
0.0107549, 489.814, 51.6206
0.0107589, 489.824, 51.6185
0.0107629, 489.834, 51.6165
0.0107669, 489.844, 51.6144
0.0107709, 489.854, 51.6124
0.0107749, 489.864, 51.6103
0.0107789, 489.874, 51.6082
0.0107829, 489.884, 51.6062
0.0107869, 489.894, 51.6041
0.0107909, 489.904, 51.6021
0.0107949, 489.914, 51.6
0.0107989, 489.924, 51.5979
0.0108029, 489.935, 51.5959
0.0108069, 489.945, 51.5938
0.0108109, 489.955, 51.5918
0.0108149, 489.965, 51.5897
0.0108189, 489.975, 51.5876
0.0108229, 489.985, 51.5856
0.0108269, 489.995, 51.5835
0.0108309, 490.005, 51.5815
0.0108349, 490.016, 51.5794
0.0108389, 490.026, 51.5774
0.0108429, 490.036, 51.5753
0.0108469, 490.046, 51.5733
0.0108509, 490.056, 51.5712
0.0108549, 490.066, 51.5691
0.0108589, 490.076, 51.5671
0.0108629, 490.087, 51.565
0.0108669, 490.097, 51.563
0.0108709, 490.107, 51.5609
0.0108749, 490.117, 51.5589
0.0108789, 490.127, 51.5568
0.0108829, 490.138, 51.5548
0.0108869, 490.148, 51.5527
0.0108909, 490.158, 51.5507
0.0108949, 490.168, 51.5486
0.0108989, 490.178, 51.5466
0.0109029, 490.189, 51.5445
0.0109069, 490.199, 51.5425
0.0109109, 490.209, 51.5404
0.0109149, 490.219, 51.5384
0.0109189, 490.23, 51.5363
0.0109229, 490.24, 51.5343
0.0109269, 490.25, 51.5322
0.0109309, 490.26, 51.5302
0.0109349, 490.271, 51.5281
0.0109389, 490.281, 51.5261
0.0109429, 490.291, 51.524
0.0109469, 490.301, 51.522
0.0109509, 490.312, 51.5199
0.0109549, 490.322, 51.5179
0.0109589, 490.332, 51.5159
0.0109629, 490.343, 51.5138
0.0109669, 490.353, 51.5118
0.0109709, 490.363, 51.5097
0.0109749, 490.373, 51.5077
0.0109789, 490.384, 51.5056
0.0109829, 490.394, 51.5036
0.0109869, 490.404, 51.5015
0.0109909, 490.415, 51.4995
0.0109949, 490.425, 51.4975
0.0109989, 490.435, 51.4954
0.0110029, 490.446, 51.4934
0.0110069, 490.456, 51.4913
0.0110109, 490.467, 51.4893
0.0110149, 490.477, 51.4873
0.0110189, 490.487, 51.4852
0.0110229, 490.498, 51.4832
0.0110269, 490.508, 51.4811
0.0110309, 490.518, 51.4791
0.0110349, 490.529, 51.4771
0.0110389, 490.539, 51.475
0.0110429, 490.55, 51.473
0.0110469, 490.56, 51.4709
0.0110509, 490.57, 51.4689
0.0110549, 490.581, 51.4669
0.0110589, 490.591, 51.4648
0.0110629, 490.602, 51.4628
0.0110669, 490.612, 51.4608
0.0110709, 490.622, 51.4587
0.0110749, 490.633, 51.4567
0.0110789, 490.643, 51.4546
0.0110829, 490.654, 51.4526
0.0110869, 490.664, 51.4506
0.0110909, 490.675, 51.4485
0.0110949, 490.685, 51.4465
0.0110989, 490.696, 51.4445
0.0111029, 490.706, 51.4424
0.0111069, 490.717, 51.4404
0.0111109, 490.727, 51.4384
0.0111149, 490.738, 51.4363
0.0111189, 490.748, 51.4343
0.0111229, 490.759, 51.4323
0.0111269, 490.769, 51.4302
0.0111309, 490.78, 51.4282
0.0111349, 490.79, 51.4262
0.0111389, 490.801, 51.4241
0.0111429, 490.811, 51.4221
0.0111469, 490.822, 51.4201
0.0111509, 490.832, 51.4181
0.0111549, 490.843, 51.416
0.0111589, 490.853, 51.414
0.0111629, 490.864, 51.412
0.0111669, 490.874, 51.4099
0.0111709, 490.885, 51.4079
0.0111749, 490.895, 51.4059
0.0111789, 490.906, 51.4039
0.0111829, 490.917, 51.4018
0.0111869, 490.927, 51.3998
0.0111909, 490.938, 51.3978
0.0111949, 490.948, 51.3958
0.0111989, 490.959, 51.3937
0.0112029, 490.969, 51.3917
0.0112069, 490.98, 51.3897
0.0112109, 490.991, 51.3877
0.0112149, 491.001, 51.3856
0.0112189, 491.012, 51.3836
0.0112229, 491.023, 51.3816
0.0112269, 491.033, 51.3796
0.0112309, 491.044, 51.3775
0.0112349, 491.054, 51.3755
0.0112389, 491.065, 51.3735
0.0112429, 491.076, 51.3715
0.0112469, 491.086, 51.3694
0.0112509, 491.097, 51.3674
0.0112549, 491.108, 51.3654
0.0112589, 491.118, 51.3634
0.0112629, 491.129, 51.3614
0.0112669, 491.14, 51.3593
0.0112709, 491.15, 51.3573
0.0112749, 491.161, 51.3553
0.0112789, 491.172, 51.3533
0.0112829, 491.182, 51.3513
0.0112869, 491.193, 51.3493
0.0112909, 491.204, 51.3472
0.0112949, 491.215, 51.3452
0.0112989, 491.225, 51.3432
0.0113029, 491.236, 51.3412
0.0113069, 491.247, 51.3392
0.0113109, 491.257, 51.3371
0.0113149, 491.268, 51.3351
0.0113189, 491.279, 51.3331
0.0113229, 491.29, 51.3311
0.0113269, 491.3, 51.3291
0.0113309, 491.311, 51.3271
0.0113349, 491.322, 51.3251
0.0113389, 491.333, 51.323
0.0113429, 491.343, 51.321
0.0113469, 491.354, 51.319
0.0113509, 491.365, 51.317
0.0113549, 491.376, 51.315
0.0113589, 491.387, 51.313
0.0113629, 491.397, 51.311
0.0113669, 491.408, 51.309
0.0113709, 491.419, 51.3069
0.0113749, 491.43, 51.3049
0.0113789, 491.441, 51.3029
0.0113829, 491.451, 51.3009
0.0113869, 491.462, 51.2989
0.0113909, 491.473, 51.2969
0.0113949, 491.484, 51.2949
0.0113989, 491.495, 51.2929
0.0114029, 491.506, 51.2909
0.0114069, 491.516, 51.2889
0.0114109, 491.527, 51.2868
0.0114149, 491.538, 51.2848
0.0114189, 491.549, 51.2828
0.0114229, 491.56, 51.2808
0.0114269, 491.571, 51.2788
0.0114309, 491.582, 51.2768
0.0114349, 491.592, 51.2748
0.0114389, 491.603, 51.2728
0.0114429, 491.614, 51.2708
0.0114469, 491.625, 51.2688
0.0114509, 491.636, 51.2668
0.0114549, 491.647, 51.2648
0.0114589, 491.658, 51.2628
0.0114629, 491.669, 51.2608
0.0114669, 491.68, 51.2588
0.0114709, 491.691, 51.2568
0.0114749, 491.702, 51.2548
0.0114789, 491.713, 51.2528
0.0114829, 491.723, 51.2508
0.0114869, 491.734, 51.2488
0.0114909, 491.745, 51.2468
0.0114949, 491.756, 51.2448
0.0114989, 491.767, 51.2428
0.0115028, 491.778, 51.2407
0.0115068, 491.789, 51.2387
0.0115108, 491.8, 51.2367
0.0115148, 491.811, 51.2348
0.0115188, 491.822, 51.2328
0.0115228, 491.833, 51.2308
0.0115268, 491.844, 51.2288
0.0115308, 491.855, 51.2268
0.0115348, 491.866, 51.2248
0.0115388, 491.877, 51.2228
0.0115428, 491.888, 51.2208
0.0115468, 491.899, 51.2188
0.0115508, 491.91, 51.2168
0.0115548, 491.921, 51.2148
0.0115588, 491.932, 51.2128
0.0115628, 491.943, 51.2108
0.0115668, 491.954, 51.2088
0.0115708, 491.965, 51.2068
0.0115748, 491.976, 51.2048
0.0115788, 491.988, 51.2028
0.0115828, 491.999, 51.2008
0.0115868, 492.01, 51.1988
0.0115908, 492.021, 51.1968
0.0115948, 492.032, 51.1948
0.0115988, 492.043, 51.1928
0.0116028, 492.054, 51.1908
0.0116068, 492.065, 51.1889
0.0116108, 492.076, 51.1869
0.0116148, 492.087, 51.1849
0.0116188, 492.098, 51.1829
0.0116228, 492.11, 51.1809
0.0116268, 492.121, 51.1789
0.0116308, 492.132, 51.1769
0.0116348, 492.143, 51.1749
0.0116388, 492.154, 51.1729
0.0116428, 492.165, 51.1709
0.0116468, 492.176, 51.1689
0.0116508, 492.188, 51.167
0.0116548, 492.199, 51.165
0.0116588, 492.21, 51.163
0.0116628, 492.221, 51.161
0.0116668, 492.232, 51.159
0.0116708, 492.243, 51.157
0.0116748, 492.255, 51.155
0.0116788, 492.266, 51.1531
0.0116828, 492.277, 51.1511
0.0116868, 492.288, 51.1491
0.0116908, 492.299, 51.1471
0.0116948, 492.311, 51.1451
0.0116988, 492.322, 51.1431
0.0117028, 492.333, 51.1411
0.0117068, 492.344, 51.1392
0.0117108, 492.355, 51.1372
0.0117148, 492.367, 51.1352
0.0117188, 492.378, 51.1332
0.0117228, 492.389, 51.1312
0.0117268, 492.4, 51.1292
0.0117308, 492.412, 51.1273
0.0117348, 492.423, 51.1253
0.0117388, 492.434, 51.1233
0.0117428, 492.445, 51.1213
0.0117468, 492.457, 51.1193
0.0117508, 492.468, 51.1174
0.0117548, 492.479, 51.1154
0.0117588, 492.49, 51.1134
0.0117628, 492.502, 51.1114
0.0117668, 492.513, 51.1094
0.0117708, 492.524, 51.1075
0.0117748, 492.536, 51.1055
0.0117788, 492.547, 51.1035
0.0117828, 492.558, 51.1015
0.0117868, 492.57, 51.0996
0.0117908, 492.581, 51.0976
0.0117948, 492.592, 51.0956
0.0117988, 492.604, 51.0936
0.0118028, 492.615, 51.0916
0.0118068, 492.626, 51.0897
0.0118108, 492.638, 51.0877
0.0118148, 492.649, 51.0857
0.0118188, 492.66, 51.0837
0.0118228, 492.672, 51.0818
0.0118268, 492.683, 51.0798
0.0118308, 492.694, 51.0778
0.0118348, 492.706, 51.0759
0.0118388, 492.717, 51.0739
0.0118428, 492.729, 51.0719
0.0118468, 492.74, 51.0699
0.0118508, 492.751, 51.068
0.0118548, 492.763, 51.066
0.0118588, 492.774, 51.064
0.0118628, 492.786, 51.062
0.0118668, 492.797, 51.0601
0.0118708, 492.808, 51.0581
0.0118748, 492.82, 51.0561
0.0118788, 492.831, 51.0542
0.0118828, 492.843, 51.0522
0.0118868, 492.854, 51.0502
0.0118908, 492.866, 51.0483
0.0118948, 492.877, 51.0463
0.0118988, 492.889, 51.0443
0.0119028, 492.9, 51.0424
0.0119068, 492.912, 51.0404
0.0119108, 492.923, 51.0384
0.0119148, 492.934, 51.0365
0.0119188, 492.946, 51.0345
0.0119228, 492.957, 51.0325
0.0119268, 492.969, 51.0306
0.0119308, 492.98, 51.0286
0.0119348, 492.992, 51.0266
0.0119388, 493.003, 51.0247
0.0119428, 493.015, 51.0227
0.0119468, 493.027, 51.0207
0.0119508, 493.038, 51.0188
0.0119548, 493.05, 51.0168
0.0119588, 493.061, 51.0148
0.0119628, 493.073, 51.0129
0.0119668, 493.084, 51.0109
0.0119708, 493.096, 51.009
0.0119748, 493.107, 51.007
0.0119788, 493.119, 51.005
0.0119828, 493.13, 51.0031
0.0119868, 493.142, 51.0011
0.0119908, 493.154, 50.9991
0.0119948, 493.165, 50.9972
0.0119988, 493.177, 50.9952
0.0120028, 493.188, 50.9933
0.0120068, 493.2, 50.9913
0.0120108, 493.212, 50.9893
0.0120148, 493.223, 50.9874
0.0120188, 493.235, 50.9854
0.0120228, 493.246, 50.9835
0.0120268, 493.258, 50.9815
0.0120308, 493.27, 50.9796
0.0120348, 493.281, 50.9776
0.0120388, 493.293, 50.9756
0.0120428, 493.304, 50.9737
0.0120468, 493.316, 50.9717
0.0120508, 493.328, 50.9698
0.0120548, 493.339, 50.9678
0.0120588, 493.351, 50.9659
0.0120628, 493.363, 50.9639
0.0120668, 493.374, 50.962
0.0120708, 493.386, 50.96
0.0120748, 493.398, 50.9581
0.0120788, 493.409, 50.9561
0.0120828, 493.421, 50.9541
0.0120868, 493.433, 50.9522
0.0120908, 493.445, 50.9502
0.0120948, 493.456, 50.9483
0.0120988, 493.468, 50.9463
0.0121028, 493.48, 50.9444
0.0121068, 493.491, 50.9424
0.0121108, 493.503, 50.9405
0.0121148, 493.515, 50.9385
0.0121188, 493.527, 50.9366
0.0121228, 493.538, 50.9346
0.0121268, 493.55, 50.9327
0.0121308, 493.562, 50.9307
0.0121348, 493.574, 50.9288
0.0121388, 493.585, 50.9268
0.0121428, 493.597, 50.9249
0.0121468, 493.609, 50.9229
0.0121508, 493.621, 50.921
0.0121548, 493.632, 50.919
0.0121588, 493.644, 50.9171
0.0121628, 493.656, 50.9152
0.0121668, 493.668, 50.9132
0.0121708, 493.68, 50.9113
0.0121748, 493.691, 50.9093
0.0121788, 493.703, 50.9074
0.0121828, 493.715, 50.9054
0.0121868, 493.727, 50.9035
0.0121908, 493.739, 50.9015
0.0121948, 493.75, 50.8996
0.0121988, 493.762, 50.8976
0.0122028, 493.774, 50.8957
0.0122068, 493.786, 50.8938
0.0122108, 493.798, 50.8918
0.0122148, 493.81, 50.8899
0.0122188, 493.822, 50.8879
0.0122228, 493.833, 50.886
0.0122268, 493.845, 50.8841
0.0122308, 493.857, 50.8821
0.0122348, 493.869, 50.8802
0.0122388, 493.881, 50.8782
0.0122428, 493.893, 50.8763
0.0122468, 493.905, 50.8743
0.0122508, 493.917, 50.8724
0.0122548, 493.929, 50.8705
0.0122588, 493.94, 50.8685
0.0122628, 493.952, 50.8666
0.0122668, 493.964, 50.8647
0.0122708, 493.976, 50.8627
0.0122748, 493.988, 50.8608
0.0122788, 494, 50.8588
0.0122828, 494.012, 50.8569
0.0122868, 494.024, 50.855
0.0122908, 494.036, 50.853
0.0122948, 494.048, 50.8511
0.0122988, 494.06, 50.8492
0.0123028, 494.072, 50.8472
0.0123068, 494.084, 50.8453
0.0123108, 494.096, 50.8434
0.0123148, 494.108, 50.8414
0.0123188, 494.12, 50.8395
0.0123228, 494.132, 50.8376
0.0123268, 494.144, 50.8356
0.0123308, 494.156, 50.8337
0.0123348, 494.168, 50.8318
0.0123388, 494.18, 50.8298
0.0123428, 494.192, 50.8279
0.0123468, 494.204, 50.826
0.0123508, 494.216, 50.824
0.0123548, 494.228, 50.8221
0.0123588, 494.24, 50.8202
0.0123628, 494.252, 50.8182
0.0123668, 494.264, 50.8163
0.0123708, 494.276, 50.8144
0.0123748, 494.288, 50.8125
0.0123788, 494.3, 50.8105
0.0123828, 494.312, 50.8086
0.0123868, 494.324, 50.8067
0.0123908, 494.336, 50.8047
0.0123948, 494.348, 50.8028
0.0123988, 494.36, 50.8009
0.0124028, 494.372, 50.799
0.0124068, 494.385, 50.797
0.0124108, 494.397, 50.7951
0.0124148, 494.409, 50.7932
0.0124188, 494.421, 50.7913
0.0124228, 494.433, 50.7893
0.0124268, 494.445, 50.7874
0.0124308, 494.457, 50.7855
0.0124348, 494.469, 50.7836
0.0124388, 494.481, 50.7816
0.0124428, 494.494, 50.7797
0.0124468, 494.506, 50.7778
0.0124508, 494.518, 50.7759
0.0124548, 494.53, 50.7739
0.0124588, 494.542, 50.772
0.0124628, 494.554, 50.7701
0.0124668, 494.567, 50.7682
0.0124708, 494.579, 50.7662
0.0124748, 494.591, 50.7643
0.0124788, 494.603, 50.7624
0.0124828, 494.615, 50.7605
0.0124868, 494.627, 50.7586
0.0124908, 494.64, 50.7566
0.0124948, 494.652, 50.7547
0.0124988, 494.664, 50.7528
0.0125027, 494.676, 50.7509
0.0125067, 494.689, 50.749
0.0125107, 494.701, 50.747
0.0125147, 494.713, 50.7451
0.0125187, 494.725, 50.7432
0.0125227, 494.737, 50.7413
0.0125267, 494.75, 50.7394
0.0125307, 494.762, 50.7375
0.0125347, 494.774, 50.7355
0.0125387, 494.786, 50.7336
0.0125427, 494.799, 50.7317
0.0125467, 494.811, 50.7298
0.0125507, 494.823, 50.7279
0.0125547, 494.836, 50.726
0.0125587, 494.848, 50.7241
0.0125627, 494.86, 50.7221
0.0125667, 494.872, 50.7202
0.0125707, 494.885, 50.7183
0.0125747, 494.897, 50.7164
0.0125787, 494.909, 50.7145
0.0125827, 494.922, 50.7126
0.0125867, 494.934, 50.7107
0.0125907, 494.946, 50.7088
0.0125947, 494.959, 50.7068
0.0125987, 494.971, 50.7049
0.0126027, 494.983, 50.703
0.0126067, 494.996, 50.7011
0.0126107, 495.008, 50.6992
0.0126147, 495.02, 50.6973
0.0126187, 495.033, 50.6954
0.0126227, 495.045, 50.6935
0.0126267, 495.057, 50.6916
0.0126307, 495.07, 50.6897
0.0126347, 495.082, 50.6877
0.0126387, 495.095, 50.6858
0.0126427, 495.107, 50.6839
0.0126467, 495.119, 50.682
0.0126507, 495.132, 50.6801
0.0126547, 495.144, 50.6782
0.0126587, 495.157, 50.6763
0.0126627, 495.169, 50.6744
0.0126667, 495.181, 50.6725
0.0126707, 495.194, 50.6706
0.0126747, 495.206, 50.6687
0.0126787, 495.219, 50.6668
0.0126827, 495.231, 50.6649
0.0126867, 495.244, 50.663
0.0126907, 495.256, 50.6611
0.0126947, 495.268, 50.6592
0.0126987, 495.281, 50.6573
0.0127027, 495.293, 50.6554
0.0127067, 495.306, 50.6534
0.0127107, 495.318, 50.6515
0.0127147, 495.331, 50.6496
0.0127187, 495.343, 50.6477
0.0127227, 495.356, 50.6458
0.0127267, 495.368, 50.6439
0.0127307, 495.381, 50.642
0.0127347, 495.393, 50.6401
0.0127387, 495.406, 50.6382
0.0127427, 495.418, 50.6363
0.0127467, 495.431, 50.6344
0.0127507, 495.443, 50.6325
0.0127547, 495.456, 50.6306
0.0127587, 495.468, 50.6287
0.0127627, 495.481, 50.6269
0.0127667, 495.493, 50.625
0.0127707, 495.506, 50.6231
0.0127747, 495.519, 50.6212
0.0127787, 495.531, 50.6193
0.0127827, 495.544, 50.6174
0.0127867, 495.556, 50.6155
0.0127907, 495.569, 50.6136
0.0127947, 495.581, 50.6117
0.0127987, 495.594, 50.6098
0.0128027, 495.607, 50.6079
0.0128067, 495.619, 50.606
0.0128107, 495.632, 50.6041
0.0128147, 495.644, 50.6022
0.0128187, 495.657, 50.6003
0.0128227, 495.67, 50.5984
0.0128267, 495.682, 50.5965
0.0128307, 495.695, 50.5946
0.0128347, 495.707, 50.5927
0.0128387, 495.72, 50.5909
0.0128427, 495.733, 50.589
0.0128467, 495.745, 50.5871
0.0128507, 495.758, 50.5852
0.0128547, 495.771, 50.5833
0.0128587, 495.783, 50.5814
0.0128627, 495.796, 50.5795
0.0128667, 495.809, 50.5776
0.0128707, 495.821, 50.5757
0.0128747, 495.834, 50.5738
0.0128787, 495.847, 50.572
0.0128827, 495.859, 50.5701
0.0128867, 495.872, 50.5682
0.0128907, 495.885, 50.5663
0.0128947, 495.897, 50.5644
0.0128987, 495.91, 50.5625
0.0129027, 495.923, 50.5606
0.0129067, 495.936, 50.5587
0.0129107, 495.948, 50.5569
0.0129147, 495.961, 50.555
0.0129187, 495.974, 50.5531
0.0129227, 495.987, 50.5512
0.0129267, 495.999, 50.5493
0.0129307, 496.012, 50.5474
0.0129347, 496.025, 50.5455
0.0129387, 496.038, 50.5437
0.0129427, 496.05, 50.5418
0.0129467, 496.063, 50.5399
0.0129507, 496.076, 50.538
0.0129547, 496.089, 50.5361
0.0129587, 496.101, 50.5342
0.0129627, 496.114, 50.5324
0.0129667, 496.127, 50.5305
0.0129707, 496.14, 50.5286
0.0129747, 496.153, 50.5267
0.0129787, 496.165, 50.5248
0.0129827, 496.178, 50.523
0.0129867, 496.191, 50.5211
0.0129907, 496.204, 50.5192
0.0129947, 496.217, 50.5173
0.0129987, 496.23, 50.5154
0.0130027, 496.242, 50.5136
0.0130067, 496.255, 50.5117
0.0130107, 496.268, 50.5098
0.0130147, 496.281, 50.5079
0.0130187, 496.294, 50.5061
0.0130227, 496.307, 50.5042
0.0130267, 496.32, 50.5023
0.0130307, 496.332, 50.5004
0.0130347, 496.345, 50.4985
0.0130387, 496.358, 50.4967
0.0130427, 496.371, 50.4948
0.0130467, 496.384, 50.4929
0.0130507, 496.397, 50.491
0.0130547, 496.41, 50.4892
0.0130587, 496.423, 50.4873
0.0130627, 496.436, 50.4854
0.0130667, 496.449, 50.4836
0.0130707, 496.461, 50.4817
0.0130747, 496.474, 50.4798
0.0130787, 496.487, 50.4779
0.0130827, 496.5, 50.4761
0.0130867, 496.513, 50.4742
0.0130907, 496.526, 50.4723
0.0130947, 496.539, 50.4704
0.0130987, 496.552, 50.4686
0.0131027, 496.565, 50.4667
0.0131067, 496.578, 50.4648
0.0131107, 496.591, 50.463
0.0131147, 496.604, 50.4611
0.0131187, 496.617, 50.4592
0.0131227, 496.63, 50.4574
0.0131267, 496.643, 50.4555
0.0131307, 496.656, 50.4536
0.0131347, 496.669, 50.4518
0.0131387, 496.682, 50.4499
0.0131427, 496.695, 50.448
0.0131467, 496.708, 50.4462
0.0131507, 496.721, 50.4443
0.0131547, 496.734, 50.4424
0.0131587, 496.747, 50.4406
0.0131627, 496.76, 50.4387
0.0131667, 496.773, 50.4368
0.0131707, 496.786, 50.435
